id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1277706117934731264,1277706117934731264,2020-06-29 16:50:51 EDT,2020-06-29,16:50:51,-0500,225852782,newsfile_corp,Newsfile,, https://t.co/ViSFa2xuNG Burcon NutraScience Corporation files News Release on SEDAR $BU.CA $BUR #TSX #Food #Beverages #Investing,en,[],['https://bit.ly/2Hb63Av'],[],0,0,0,"['tsx', 'food', 'beverages', 'investing']","['bu.ca', 'bur']",https://twitter.com/newsfile_corp/status/1277706117934731264,False,,0,,,,,,,,[],,,,
1276980229102350337,1276980229102350337,2020-06-27 16:46:26 EDT,2020-06-27,16:46:26,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,"$BUR #BUR Si quieres saber el estado actual del caso Petersen, aquí tienes la última propuesta ante la corte de NY sobre como proseguir en el caso por parte de Burford   https://t.co/IpLEKhAvec",es,[],['https://www.courtlistener.com/recap/gov.uscourts.nysd.440752/gov.uscourts.nysd.440752.164.0.pdf'],[],1,1,3,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1276980229102350337,False,,0,,,,,,,,[],,,,
1276910061680504832,1276910061680504832,2020-06-27 12:07:37 EDT,2020-06-27,12:07:37,-0500,1126467841270648832,burfordwatch,Burford Watch,,… and still no payday for Burford.  $BUR.L $BUR,en,[],[],[],1,0,2,[],"['bur.l', 'bur']",https://twitter.com/burfordwatch/status/1276910061680504832,False,https://twitter.com/Ambitocom/status/1276737026377879552,0,,,,,,,,[],,,,
1276494931096489986,1276494931096489986,2020-06-26 08:38:02 EDT,2020-06-26,08:38:02,-0500,2397541302,qcmfunds,Quintessential Capital Management,, https://t.co/xAlV3ufSF7 $on.mi $wdi $nmc @muddywatersre @ShadowFallCR $bur,ht,"[{'screen_name': 'muddywatersre', 'name': 'muddywatersresearch', 'id': '168679374'}, {'screen_name': 'shadowfallcr', 'name': 'shadowfall', 'id': '827181744986132481'}]",['https://www.bloombergquint.com/technology/wirecard-adds-to-roster-of-short-sellers-victories-in-europe'],[],2,1,17,[],"['on.mi', 'wdi', 'nmc', 'bur']",https://twitter.com/QCMFunds/status/1276494931096489986,False,,0,,,,,,,,[],,,,
1276182352876748800,1276182352876748800,2020-06-25 11:55:57 EDT,2020-06-25,11:55:57,-0500,1032577378889936899,shortics_com,Shortics.com,,1.17% (up from 1.05%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1276182352876748800,False,,0,,,,,,,,[],,,,
1276180113084878849,1276180113084878849,2020-06-25 11:47:03 EDT,2020-06-25,11:47:03,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited up 0.12% to 1.17% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'short']",['bur'],https://twitter.com/shortdatauk/status/1276180113084878849,False,,0,,,,,,,,[],,,,
1276155161518452736,1276155161518452736,2020-06-25 10:07:54 EDT,2020-06-25,10:07:54,-0500,1066287026562101248,expatvalue,Expat Value,,"$BUR no acaba de despegar $GEST nunca termina de caer $TK sigue cayendo $SF3 ni esta, ni se la espera $ARYN afectada por el COVID cuando empezaba a revivir  Acciones que compre por seguir al rebaño y de las que me arrepiento. Obstáculos en el camino. ¡Seguimos!",es,[],[],[],0,0,1,[],"['bur', 'gest', 'tk', 'aryn']",https://twitter.com/ExpatValue/status/1276155161518452736,False,,0,,,,,,,,[],,,,
1276122163473514496,1276122163473514496,2020-06-25 07:56:47 EDT,2020-06-25,07:56:47,-0500,2782576734,valuetom84,Happy,,Spanish court has rejected Argentina's claim that Petersen irregularly transferred claim to Burford. Sounds like Argentina can appeal.  US judge probably won't like that Argentina is trying to battle the case out in Spain as well. May hurt their chances in US. $BUR,en,[],[],[],0,0,6,[],['bur'],https://twitter.com/ValueTom84/status/1276122163473514496,False,https://twitter.com/SebastianMaril/status/1276108444509102082,0,,,,,,,,[],,,,
1275861864396849152,1275861864396849152,2020-06-24 14:42:27 EDT,2020-06-24,14:42:27,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,$BUR #BUR Se me olvidó comentar esta adquisición que comentaron hoy durante el conference call.....El negocio sigue creciendo...   https://t.co/hpnpzYWGu6,es,[],['https://www.globallegalpost.com/big-stories/burford-capital-signs-equity-deal-with-london-litigation-boutique-16750229/'],[],0,1,8,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1275861864396849152,False,,0,,,,,,,,[],,,,
1275795385802461185,1275795385802461185,2020-06-24 10:18:17 EDT,2020-06-24,10:18:17,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,"$BUR #BUR Acaba de terminar el conference call con inversores españoles.  Resumen de puntos más importantes:  1.- COVID-19: Existe cierta ralentización de los casos que están actualmente en los tribunales, lo que probablemente retrasará su resolución y por tanto el cash inflow",es,[],[],[],1,2,14,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1275795385802461185,False,,0,,,,,,,,[],,,,
1275786454740934656,1275786454740934656,2020-06-24 09:42:48 EDT,2020-06-24,09:42:48,-0500,2782576734,valuetom84,Happy,,London-based dispute resolution firm PCB Litigation has agreed to give Burford Capital a minority stake in its business in exchange for access to capital to fund a portfolio of litigation cases. 7-partner law firm that handles the Akhmedova case $BUR  https://t.co/6VT9PqfToQ,en,[],['https://www.globallegalpost.com/big-stories/burford-capital-signs-equity-deal-with-london-litigation-boutique-16750229/'],[],0,1,6,[],['bur'],https://twitter.com/ValueTom84/status/1275786454740934656,False,,0,,,,,,,,[],,,,
1275696980874932224,1275696980874932224,2020-06-24 03:47:16 EDT,2020-06-24,03:47:16,-0500,2782576734,valuetom84,Happy,,"Burford investor call thread:  1) Sovereign immunity issue now won by Burford. Was biggest risk in Petersen case. If no settlement, ~1 year until judgment. Appeal could take another year. But Argentina would have to post a bond if it appeals. Skeptical they'd do that.    $BUR",en,[],[],[],2,3,24,[],['bur'],https://twitter.com/ValueTom84/status/1275696980874932224,False,,0,,,,,,,,[],,,,
1275536235742855170,1275536235742855170,2020-06-23 17:08:31 EDT,2020-06-23,17:08:31,-0500,371333260,value_invest12,Value Investigator,,Burford Capital investor conference: No competition for cases above $30mn.  $BUR,en,[],[],[],1,0,3,[],['bur'],https://twitter.com/value_invest12/status/1275536235742855170,False,https://twitter.com/MillonariosAnon/status/1275447094845702146,0,,,,,,,,[],,,,
1275478224651288576,1275478224651288576,2020-06-23 13:18:00 EDT,2020-06-23,13:18:00,-0500,1066287026562101248,expatvalue,Expat Value,,"Momento de volar, Burford $BUR",en,[],[],[],0,0,0,[],['bur'],https://twitter.com/ExpatValue/status/1275478224651288576,False,https://twitter.com/MillonariosAnon/status/1275447090517180423,0,,,,,,,,[],,,,
1275468958351667200,1275468958351667200,2020-06-23 12:41:11 EDT,2020-06-23,12:41:11,-0500,1014506409491423232,ssuades,Sergi Suades,,Parece que la historia de $BUR avanza favorablemente. No apto para cardíacos...  No tengo posición.,es,[],[],[],0,0,3,[],['bur'],https://twitter.com/SSuades/status/1275468958351667200,False,https://twitter.com/MillonariosAnon/status/1275447090517180423,0,,,,,,,,[],,,,
1275447090517180423,1275447090517180423,2020-06-23 11:14:17 EDT,2020-06-23,11:14:17,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,$BUR #BUR Resumen del conference call de hoy con inversores UK:  1.- La solicitud del US listing ya sólo está pendiente de que los auditores ajusten las cuentas anuales al formato USA  2.- El listing en US hará que Mr. Bogart tenga responsabilidad penal sobre las cuentas de BUR,es,[],[],[],1,9,24,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1275447090517180423,False,,0,,,,,,,,[],,,,
1275143230930247682,1275143230930247682,2020-06-22 15:06:51 EDT,2020-06-22,15:06:51,-0500,225852782,newsfile_corp,Newsfile,, https://t.co/ViSFa2xuNG Burcon NutraScience Corporation files News Release on SEDAR $BU.CA $BUR #TSX #Food #Beverages #Investing,en,[],['https://bit.ly/2Hb63Av'],[],0,0,0,"['tsx', 'food', 'beverages', 'investing']","['bu.ca', 'bur']",https://twitter.com/newsfile_corp/status/1275143230930247682,False,,0,,,,,,,,[],,,,
1275125409940738048,1275125409940738048,2020-06-22 13:56:03 EDT,2020-06-22,13:56:03,-0500,1032577378889936899,shortics_com,Shortics.com,,1.05% (up from 0.98%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1275125409940738048,False,,0,,,,,,,,[],,,,
1275092954558935047,1275092954558935047,2020-06-22 11:47:05 EDT,2020-06-22,11:47:05,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited up 0.07% to 1.05% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'short']",['bur'],https://twitter.com/shortdatauk/status/1275092954558935047,False,,0,,,,,,,,[],,,,
1275023942474965000,1275023942474965000,2020-06-22 07:12:51 EDT,2020-06-22,07:12:51,-0500,4018669575,uylenal,AlexU,,Still cheap at +100% 😃 $BUR,en,[],[],[],0,0,4,[],['bur'],https://twitter.com/uylenal/status/1275023942474965000,False,https://twitter.com/value_invest12/status/1274998687941476352,0,,,,,,,,[],,,,
1274998687941476352,1274998687941476352,2020-06-22 05:32:30 EDT,2020-06-22,05:32:30,-0500,371333260,value_invest12,Value Investigator,,Jeffries thinks Burford Captial should be 100% higher and I agree. Up +10% $BUR,en,[],[],[],0,1,6,[],['bur'],https://twitter.com/value_invest12/status/1274998687941476352,False,https://twitter.com/MillonariosAnon/status/1274979111811891200,0,,,,,,,,[],,,,
1274991788512722946,1274991788512722946,2020-06-22 05:05:05 EDT,2020-06-22,05:05:05,-0500,1252178559503867904,inversor13,InvestPoker,,"*JEFFERIES RAISES BURFORD CAPITAL PRICE TARGET TO 950 (800) PENCE - 'BUY'  Me despierto y esta +10%, no me ha dado tiempo a comprar mas! 😢  $BUR",es,[],[],[],0,0,1,[],['bur'],https://twitter.com/Inversor13/status/1274991788512722946,False,,0,,,,,,,,[],,,,
1274979111811891200,1274979111811891200,2020-06-22 04:14:42 EDT,2020-06-22,04:14:42,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,$BUR #BUR *JEFFERIES RAISES BURFORD CAPITAL PRICE TARGET TO 950 PENCE - 'BUY'  Private meetings with investors kick-off today  We might see some positive news flow....,en,[],[],[],0,1,9,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1274979111811891200,False,,0,,,,,,,,[],,,,
1274977292851314688,1274977292851314688,2020-06-22 04:07:29 EDT,2020-06-22,04:07:29,-0500,1248644976243806208,flowersmuggler,Flower Smuggler,,New Long:  #Burford  #B4L8497  $BUR   Settlement on the YPF and Argentina case highly likely on the 26th June. This could DOUBLE THE MARKET CAP.,en,[],[],[],0,0,0,"['burford', 'b4l8497']",['bur'],https://twitter.com/FlowerSmuggler/status/1274977292851314688,False,,0,,,,,,,,[],,,,
1273904637398200322,1273904637398200322,2020-06-19 05:05:08 EDT,2020-06-19,05:05:08,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,"#BUR $BUR ... Me puedo equivocar, pero me huele a que están negociando un settlement.... Veremos que nos cuenta Mr. Bogart en la reunión con inversores españoles de la semana próxima   https://t.co/GFdB7S2Pie",es,[],['https://www.infobae.com/economia/2020/06/18/juicio-por-expropiacion-de-ypf-la-jueza-preska-acepto-extender-el-plazo-para-que-el-gobierno-argentino-presente-su-estrategia/'],[],0,3,9,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1273904637398200322,False,,0,,,,,,,,[],,,,
1273882898077233153,1273882898077233153,2020-06-19 03:38:45 EDT,2020-06-19,03:38:45,-0500,2782576734,valuetom84,Happy,,Burford: Argentina asked for an extension of the deadlines to present its strategy in the YPF expropriation case; the new hearing date is next June 26. $BUR,en,[],[],[],0,1,1,[],['bur'],https://twitter.com/ValueTom84/status/1273882898077233153,False,https://twitter.com/SebastianMaril/status/1273694703897247745,0,,,,,,,,[],,,,
1272920861683716097,1272920861683716097,2020-06-16 11:55:57 EDT,2020-06-16,11:55:57,-0500,1032577378889936899,shortics_com,Shortics.com,,0.98% (up from 0.88%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1272920861683716097,False,,0,,,,,,,,[],,,,
1272918618246991872,1272918618246991872,2020-06-16 11:47:02 EDT,2020-06-16,11:47:02,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited up 0.10% to 0.98% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'short']",['bur'],https://twitter.com/shortdatauk/status/1272918618246991872,False,,0,,,,,,,,[],,,,
1271421501204574208,1271421501204574208,2020-06-12 08:38:02 EDT,2020-06-12,08:38:02,-0500,1643921814,ibarty59,Yogya59,,$BUR - Burford Capital Limited Notification of Transaction by PDMR  https://t.co/YO6sZhu7us,en,[],['http://uk.advfn.com/stock-market/london/BUR/share-news/Burford-Capital-Limited-Notification-of-Transactio/82649759?adw=1126416'],[],0,0,0,[],['bur'],https://twitter.com/ibarty59/status/1271421501204574208,False,,0,,,,,,,,[],,,,
1271113734463852548,1271113734463852548,2020-06-11 12:15:05 EDT,2020-06-11,12:15:05,-0500,1066287026562101248,expatvalue,Expat Value,,"Aumento posición en $FB, cerca de los 200 €/acc (la llevo en mercado europeo).   Se incrementa el coste medio por acción hasta los 145 €. Adelanta a $BUR y vuelve a convertirse en mi posición más grande por coste.  https://t.co/68oXt3iU6j",es,[],[],['https://pbs.twimg.com/tweet_video_thumb/EaPnMeEXgAAWBlN.jpg'],1,0,1,[],"['fb', 'bur']",https://twitter.com/ExpatValue/status/1271113734463852548,False,,1,https://pbs.twimg.com/tweet_video_thumb/EaPnMeEXgAAWBlN.jpg,,,,,,,[],,,,
1270451079428354050,1270451079428354050,2020-06-09 16:21:55 EDT,2020-06-09,16:21:55,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,Gladstone sigue reduciendo agresivamente su posición corta en $BUR #BUR.   Desde el 1 de junio han pasado del 1.33% al 0.88%   https://t.co/hpdTBpAYmB,es,[],['https://shorttracker.co.uk/company/GG00B4L84979/'],[],1,0,6,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1270451079428354050,False,,0,,,,,,,,[],,,,
1270384299796291584,1270384299796291584,2020-06-09 11:56:34 EDT,2020-06-09,11:56:34,-0500,1032577378889936899,shortics_com,Shortics.com,,0.88% (down from 1.03%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1270384299796291584,False,,0,,,,,,,,[],,,,
1270381913191190531,1270381913191190531,2020-06-09 11:47:05 EDT,2020-06-09,11:47:05,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited down -0.15% to 0.88% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'shortsqueeze']",['bur'],https://twitter.com/shortdatauk/status/1270381913191190531,False,,0,,,,,,,,[],,,,
1270021894062911489,1270021894062911489,2020-06-08 11:56:30 EDT,2020-06-08,11:56:30,-0500,1032577378889936899,shortics_com,Shortics.com,,1.03% (down from 1.14%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1270021894062911489,False,,0,,,,,,,,[],,,,
1270019521764622337,1270019521764622337,2020-06-08 11:47:04 EDT,2020-06-08,11:47:04,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited down -0.11% to 1.03% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'shortsqueeze']",['bur'],https://twitter.com/shortdatauk/status/1270019521764622337,False,,0,,,,,,,,[],,,,
1269722380307480578,1269600113653145600,2020-06-07 16:06:20 EDT,2020-06-07,16:06:20,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,"@RuizCo2 Gran noticia. Segun la página 64 del informe anual, si utilizásemos la misma compensación que recibió Repsol, serían unos $1100 por acción de $BUR #BUR.  Mi nuevo modelo de valoración ya da niveles superiores a 1000 GBp  Desde luego es una gran noticia para animar el US Listing",es,[],[],[],1,0,4,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1269722380307480578,False,,0,,,,,,,,"[{'screen_name': 'RuizCo2', 'name': 'RuizCo', 'id': '1254012493728493569'}]",,,,
1269222120292331536,1269078369267785734,2020-06-06 06:58:29 EDT,2020-06-06,06:58:29,-0500,571796599,rationalbiased,Rationalbias,,@BrianFeroldi $Bur,und,[],[],[],0,0,0,[],['bur'],https://twitter.com/Rationalbiased/status/1269222120292331536,False,,0,,,,,,,,"[{'screen_name': 'BrianFeroldi', 'name': 'Brian Feroldi', 'id': '61558281'}]",,,,
1269005797561905153,1268998566938324993,2020-06-05 16:38:53 EDT,2020-06-05,16:38:53,-0500,4018669575,uylenal,AlexU,,@ValueTom84 $BUR  https://t.co/HSsaQQAJpq,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/EZxqCvbWAAUR28h.jpg'],0,0,0,[],['bur'],https://twitter.com/uylenal/status/1269005797561905153,False,,1,https://pbs.twimg.com/tweet_video_thumb/EZxqCvbWAAUR28h.jpg,,,,,,,"[{'screen_name': 'ValueTom84', 'name': 'Happy', 'id': '2782576734'}]",,,,
1268998566938324993,1268998566938324993,2020-06-05 16:10:09 EDT,2020-06-05,16:10:09,-0500,2782576734,valuetom84,Happy,,Judge denied moving Petersen case to Argentina. Parties must decide how to proceed by June 19. Good for Burford $BUR,en,[],[],[],1,1,2,[],['bur'],https://twitter.com/ValueTom84/status/1268998566938324993,False,https://twitter.com/SebastianMaril/status/1268912567335948289,0,,,,,,,,[],,,,
1268972294459842572,1268972294459842572,2020-06-05 14:25:46 EDT,2020-06-05,14:25:46,-0500,1160594213886726144,zebloep,Zeb van Loep,,"Judge Preska rules against YPF and Argentina expropriation case to remain in U.S. Burford Cap. and Eton Park will ask judge to order YPF and Argentina to pay estimated economic damages between USD 1,700m and USD 9,000m. Petersen case lives! $BUR #BUR credit: @SebastianMaril  https://t.co/4Rt0ufA5i7",en,"[{'screen_name': 'sebastianmaril', 'name': 'sebastian maril', 'id': '533161931'}]",[],['https://pbs.twimg.com/media/EZxLkwWXQAMOtum.jpg'],0,1,5,['bur'],['bur'],https://twitter.com/ZebLoep/status/1268972294459842572,False,,1,https://pbs.twimg.com/media/EZxLkwWXQAMOtum.jpg,,,,,,,[],,,,
1268953785491238914,1268953785491238914,2020-06-05 13:12:13 EDT,2020-06-05,13:12:13,-0500,370205774,joserg1985,jᎾsᎬ ᏒᎾᎠᏒᎥᎶuᎬᏃ ,,"Si, soy accionista de un, mal llamado, fondo buitre. Y cada vez más orgulloso de ello! $BUR   https://t.co/lV9jZziEJ8",es,[],['https://www.google.es/amp/s/www.ambito.com/economia/ypf/causa-preska-fallo-contra-argentina-y-el-caso-se-queda-eeuu-n5107783'],[],0,0,0,[],['bur'],https://twitter.com/joserg1985/status/1268953785491238914,False,,0,,,,,,,,[],,,,
1268934642138255367,1268934642138255367,2020-06-05 11:56:09 EDT,2020-06-05,11:56:09,-0500,1032577378889936899,shortics_com,Shortics.com,,1.14% (down from 1.2%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1268934642138255367,False,,0,,,,,,,,[],,,,
1268932355999313920,1268932355999313920,2020-06-05 11:47:03 EDT,2020-06-05,11:47:03,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP short position in Burford Capital Limited down -0.06% to 1.14% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,0,0,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'investing', 'shortsqueeze']",['bur'],https://twitter.com/shortdatauk/status/1268932355999313920,False,,0,,,,,,,,[],,,,
1268901051530387468,1268901051530387468,2020-06-05 09:42:40 EDT,2020-06-05,09:42:40,-0500,925751546159169536,sleekoptions,sleekOptions,,"Oversold on Hourly    https://t.co/2Hf0ZbjpKC  $AU  25.47  to 23.02  $ISRG  580.45  to 563.40  $SQ  91.26  to 86.19  $FVRR  71.49  to 64.21  $ABMD  239.89  to 234.39  $COG  20.44  to 20.11  $SFM  25.71  to 24.80  $BUR",en,[],['https://www.sleekoptions.com/sleekscan.aspx?sub1=dscan&type=60minoversold'],[],0,0,0,[],"['au', 'isrg', 'sq', 'fvrr', 'abmd', 'cog', 'sfm', 'bur']",https://twitter.com/sleekoptions/status/1268901051530387468,False,,0,,,,,,,,[],,,,
1268827850897076224,1268827850897076224,2020-06-05 04:51:47 EDT,2020-06-05,04:51:47,-0500,2782576734,valuetom84,Happy,,Minnesota Supreme Court abolishes Champerty. Sees societal value in litigation funding. Litigation funders now free to fund lawsuits. Remaining states with Champerty might follow. Great for $BUR,en,[],[],[],0,0,2,[],['bur'],https://twitter.com/ValueTom84/status/1268827850897076224,False,https://twitter.com/BurfordCapital/status/1268811453114601473,0,,,,,,,,[],,,,
1268494290084397057,1268494290084397057,2020-06-04 06:46:20 EDT,2020-06-04,06:46:20,-0500,459091687,hardmanandco,Hardman & Co,,$BUR #BurfordCapital - Hardman &amp; Co publication: 'Putting fears to rest' - Download the report here:  https://t.co/f5ODJItW63,en,[],['https://www.hardmanandco.com/research/corporate-research/putting-fears-to-rest/'],[],0,1,8,['burfordcapital'],['bur'],https://twitter.com/HardmanandCo/status/1268494290084397057,False,,0,,,,,,,,[],,,,
1268473144630751232,1268473144630751232,2020-06-04 05:22:19 EDT,2020-06-04,05:22:19,-0500,826755718606888961,millonariosanon,Millonario$ Anónimo$,,Última nota de Hardman sobre Burford $BUR #BUR   https://t.co/cbQ2Jq7F3P,es,[],['https://www.hardmanandco.com/wp-content/uploads/2020/06/Burford-Capital-3-June-2020.pdf'],[],0,0,8,['bur'],['bur'],https://twitter.com/MillonariosAnon/status/1268473144630751232,False,,0,,,,,,,,[],,,,
1268430754695938049,1268430754695938049,2020-06-04 02:33:52 EDT,2020-06-04,02:33:52,-0500,4330144943,silent_trades,Francis Alexander,,Burford Capital Putting fears to rest -  https://t.co/zAwTeCwDPr - $BUR #Trading #Shares #Stocks #Ratings  https://t.co/e89hGksMSG,en,[],['https://bit.ly/3eOLXYZ'],['https://pbs.twimg.com/media/EZpfDLHU0AESypX.jpg'],0,0,0,"['trading', 'shares', 'stocks', 'ratings']",['bur'],https://twitter.com/silent_trades/status/1268430754695938049,False,,1,https://pbs.twimg.com/media/EZpfDLHU0AESypX.jpg,,,,,,,[],,,,
1268339538226798594,1268339527732662279,2020-06-03 20:31:25 EDT,2020-06-03,20:31:25,-0500,3845014336,_inpractise,In Practise,,"anyway, if $bur is a huge fraud, the story would really be something else given they have hundreds of lawyer FTE's...",en,[],[],[],0,0,1,[],['bur'],https://twitter.com/_inpractise/status/1268339538226798594,False,,0,,,,,,,,[],,,,
1268339537144614913,1268339527732662279,2020-06-03 20:31:24 EDT,2020-06-03,20:31:24,-0500,3845014336,_inpractise,In Practise,,seems like $bur provides one of the best risk / rewards in UK right now if it is anything of a going concern,en,[],[],[],1,0,1,[],['bur'],https://twitter.com/_inpractise/status/1268339537144614913,False,,0,,,,,,,,[],,,,
1268339534674132993,1268339527732662279,2020-06-03 20:31:24 EDT,2020-06-03,20:31:24,-0500,3845014336,_inpractise,In Practise,,MW picks at $bur new accounting measures and normalizes the accounts but it still looks very cheap if we're anywhere in the ballpark of $200-300m norm cash flow  https://t.co/ivg1dKvbV0,en,[],[],"['https://pbs.twimg.com/media/EZoJp5kXsAA6-WM.png', 'https://pbs.twimg.com/media/EZoJtNSXsAYplSH.jpg']",1,0,1,[],['bur'],https://twitter.com/_inpractise/status/1268339534674132993,False,,1,https://pbs.twimg.com/media/EZoJp5kXsAA6-WM.png,,,,,,,[],,,,
1268339529515220994,1268339527732662279,2020-06-03 20:31:23 EDT,2020-06-03,20:31:23,-0500,3845014336,_inpractise,In Practise,,The company has $2.9bn under mgmt with $1bn with Sov wealth fund with 60/40 split in $bur favour  $BUR generated $40m in asset mgmt fees FY19  if this was cap at anywhere near rate of $kkr etc then it would be ~40% of current mkt cap  https://t.co/oXYyKWjVJO,en,[],[],"['https://pbs.twimg.com/media/EZoHH5xWkAA05Qj.jpg', 'https://pbs.twimg.com/media/EZoHMTwX0AUdW7X.jpg']",1,1,0,[],"['bur', 'bur', 'kkr']",https://twitter.com/_inpractise/status/1268339529515220994,False,,1,https://pbs.twimg.com/media/EZoHH5xWkAA05Qj.jpg,,,,,,,[],,,,
